ciclo	tratamento	linha_entrelinha	profundidade	bloco	ds	ds_max	grau_de_compactacao	argila	silte	areia	macro	micro	pt	dp	rp	dmp	macroagregado	ssi	p_resina	mos	ph	k	ca	mg	h_al	c	est_c	n	n_g_kg	est_n
2	milheto_pd	l	20_30	b1	1.48	1.79	82.43	267	102	631	0.14	0.32	0.45	2.7	0.26	0.41	5.78	0.03	5.5	13	4.55	1.85	13	9	28	6.59	10.61	0.03	0.27	0.50
2	milheto_pd	l	20_30	b2	1.45	1.8	80.75	267	102	631	0.12	0.34	0.46	2.7	0.21	0.42	6.12	0.03	2	12	4.3	2.33	13	8	31	5.68	9.15	0.00	0.00	0.00
2	milheto_pd	l	20_30	b3	1.61	1.79	89.89	267	102	631	0.13	0.34	0.47	2.7	0.23	0.63	6.76	0.03	9	14	4.8	2.8	13	10	25	6.15	9.91	0.04	0.43	0.79
2	milheto_pd	l	30_70	b1	1.63	1.76	92.49	322	107	571	0.04	0.25	0.29	2.69	0.67	1.06	8.47	0.02	3	10	4.2	1.1	15	9.5	31	3.78	24.33	0.04	0.40	2.92
2	milheto_pd	l	30_70	b2	1.55	1.75	88.6	322	107	571	0.04	0.38	0.42	2.69	1.1	0.99	9.75	0.02	2	12	4.5	0.5	17	9	31	5.68	36.57	0.00	0.00	0.00
2	milheto_pd	l	30_70	b3	1.63	1.75	92.81	322	107	571	0.04	0.36	0.4	2.69	1.05	0.92	9.89	0.02	1	13	4.7	1	13	10	28	6.08	39.16	0.00	0.00	0.00
2	milheto_pp	el	0_20	b1	1.66	1.82	91.09	224.4	102.8	673	0.06	0.32	0.38	2.69	1.69	0.69	5.47	0.04	3.6	14.4	4.44	0.77	9.2	5.8	31	6.35	13.4	0.62	6.23	0.69
2	milheto_pp	el	0_20	b2	1.74	1.83	95.17	224.4	102.8	673	0.05	0.33	0.38	2.69	1.54	0.6	4.29	0.03	4.3	14	4.12	0.88	9.9	5.6	33.8	5.91	12.73	0.58	5.78	0.69
2	milheto_pp	el	0_20	b3	1.71	1.82	93.91	224.4	102.8	673	0.04	0.31	0.36	2.69	1.56	0.69	5.4	0.04	4.8	17.2	4.58	0.92	10.8	7.8	26.2	6.48	13.62	0.52	5.20	0.66
2	milheto_pp	el	20_30	b1	1.55	1.79	86.29	267	102	631	0.08	0.35	0.43	2.7	0.64	0.74	6.45	0.03	5	17	4.2	0.5	8	7	38	5.87	10.1	0.72	7.19	1.24
2	milheto_pp	el	20_30	b2	1.56	1.8	86.69	267	102	631	0.06	0.36	0.42	2.7	0.99	0.94	4.76	0.03	6.5	18	4.4	0.65	10	8	33	5.52	9.49	0.78	7.80	1.34
2	milheto_pp	el	20_30	b3	1.55	1.8	86.28	267	102	631	0.05	0.34	0.39	2.7	0.82	0.67	6.6	0.03	8	19	4.6	0.8	12	9	28	5.54	9.53	0.85	8.47	1.46
2	milheto_pp	el	30_70	b1	1.56	1.76	88.69	322	107	571	0.05	0.37	0.42	2.69	1.59	0.87	12.7	0.02	2	13	4.1	0.4	6	6	34	4.94	31.62	2.28	22.82	14.60
2	milheto_pp	el	30_70	b2	1.64	1.76	93.14	322	107	571	0.06	0.38	0.44	2.69	2.37	0.5	10.62	0.02	8	11	4.1	0.45	9	7	34	4.92	31.49	0.58	5.84	3.74
2	milheto_pp	el	30_70	b3	1.67	1.76	95.28	322	107	571	0.07	0.31	0.38	2.69	1.98	0.65	12.29	0.02	2	12	4.6	0.5	8	9	22	4.92	31.49	0.38	3.83	2.45
2	milheto_pp	l	0_20	b1	1.66	1.83	90.4	224.4	102.8	673	0.06	0.31	0.37	2.69	1.44	0.53	7.66	0.03	4.4	16.1	4.22	1.12	9.7	6	32	5.05	10.83	0.01	0.11	0.09
2	milheto_pp	l	0_20	b2	1.73	1.82	95.14	224.4	102.8	673	0.06	0.31	0.37	2.69	1.44	0.49	5.91	0.04	3.6	12	4.68	0.95	12.05	6.6	26	6.74	11.8	0.00	0.00	0.00
2	milheto_pp	l	0_20	b3	1.74	1.83	95.32	224.4	102.8	673	0.06	0.31	0.37	2.69	1.51	0.53	6.97	0.03	5.9	18.8	4.66	1.18	12.2	7.8	25.6	5.57	11.19	0.03	0.25	0.21
2	milheto_pp	l	20_30	b1	1.7	1.8	94.27	267	102	631	0.09	0.28	0.37	2.7	1.29	0.46	2.89	0.02	3	14	4.1	0.6	6	5	38	4.42	7.12	0.03	0.33	0.61
2	milheto_pp	l	20_30	b2	1.75	1.8	97.45	267	102	631	0.08	0.27	0.35	2.7	1.28	0.37	2.08	0.02	2	12	4.5	0.5	11	8	34	4.75	7.64	0.00	0.00	0.00
2	milheto_pp	l	20_30	b3	1.78	1.8	98.92	267	102	631	0.08	0.26	0.34	2.7	1.34	0.36	3.57	0.02	2.5	18	4.6	0.55	11	7	28	4.22	6.79	0.03	0.33	0.60
2	milheto_pp	l	30_70	b1	1.53	1.76	86.95	322	107	571	0.03	0.32	0.35	2.69	2.01	0.62	2.52	0.02	2	13	4.1	0.6	7	5	38	4.61	29.68	0.58	5.77	3.74
2	milheto_pp	l	30_70	b2	1.7	1.76	96.28	322	107	571	0.03	0.39	0.42	2.69	1.99	0.33	1.85	0.02	1	11	4.3	0.3	10	7	34	4.21	27.13	0.40	3.97	2.57
2	milheto_pp	l	30_70	b3	1.74	1.76	99.15	322	107	571	0.03	0.36	0.39	2.69	2.03	0.46	1.65	0.02	2	14	4.3	0.45	7	6	25	4.65	29.95	0.49	4.87	3.16
2	sem cobertura_pc	el	0_20	b1	1.76	1.83	96.24	224.4	102.8	673	0.06	0.3	0.36	2.69	2.06	0.55	4.49	0.03	3.3	13.9	4.58	0.62	11.5	7.8	27.7	5.62	12.53	0.50	4.96	0.58
2	sem cobertura_pc	el	0_20	b2	1.76	1.83	95.97	224.4	102.8	673	0.05	0.3	0.35	2.69	2.04	0.48	4.35	0.03	2	12.2	5.46	0.71	13.7	9.2	18.4	4.98	11.58	0.39	3.89	0.46
2	sem cobertura_pc	el	0_20	b3	1.75	1.82	95.76	224.4	102.8	673	0.06	0.31	0.37	2.69	1.83	0.49	3.91	0.04	2.4	15.4	4.42	0.85	11.1	7.6	26.8	6.83	13.65	0.78	7.76	0.90
2	sem cobertura_pc	el	20_30	b1	1.72	1.8	95.68	267	102	631	0.07	0.3	0.36	2.7	1.87	0.45	4.38	0.02	3	11	4.3	0.3	7	5	31	4.76	8.19	0.38	3.83	0.66
2	sem cobertura_pc	el	20_30	b2	1.72	1.8	95.37	267	102	631	0.05	0.31	0.36	2.7	1.93	0.46	4.97	0.02	1	12	5.1	0.4	8	6	18	4.73	8.12	0.36	3.55	0.61
2	sem cobertura_pc	el	20_30	b3	1.71	1.79	95.57	267	102	631	0.06	0.3	0.37	2.7	2	0.44	4.07	0.03	2	15	4.2	0.5	9	7	31	6.46	11.06	0.73	7.27	1.24
2	sem cobertura_pc	el	30_70	b1	1.58	1.76	90.18	322	107	571	0.07	0.4	0.47	2.69	0.89	0.54	2.93	0.02	2	12	4.4	0.3	12	12.5	31	5.27	33.36	0.47	4.66	2.95
2	sem cobertura_pc	el	30_70	b2	1.61	1.76	91.57	322	107	571	0.06	0.34	0.4	2.69	1.04	0.53	2.42	0.02	1	11	5	0.4	17	11	25	4.9	31.56	0.43	4.26	2.74
2	sem cobertura_pc	el	30_70	b3	1.61	1.76	91.42	322	107	571	0.07	0.34	0.4	2.69	0.74	0.4	2.2	0.02	1	11	4.4	0.4	14.5	14	25	4.76	30.63	0.34	3.40	2.19
2	sem cobertura_pc	l	0_20	b1	1.65	1.82	90.83	224.4	102.8	673	0.1	0.31	0.4	2.69	0.74	0.54	6.32	0.04	3.6	14.8	4.66	0.96	13	5.2	27.4	7.08	14.1	0.46	4.57	0.46
2	sem cobertura_pc	l	0_20	b2	1.58	1.83	86.25	224.4	102.8	673	0.1	0.34	0.43	2.69	0.94	0.64	5.93	0.03	5.8	13.2	4.6	1.36	14.6	6.7	28.6	5.46	13.21	0.43	4.28	0.46
2	sem cobertura_pc	l	0_20	b3	1.59	1.82	87.59	224.4	102.8	673	0.08	0.32	0.4	2.69	0.97	0.54	6.51	0.04	2.8	16.2	4.3	1.08	8.8	4.2	29.2	7.71	13.72	0.44	4.43	0.47
2	sem cobertura_pc	l	20_30	b1	1.61	1.78	90.39	267	102	631	0.14	0.26	0.4	2.7	1.62	0.41	7.57	0.04	5	17	4.9	1.1	16	6	22	7.94	12.8	0.43	4.33	0.72
2	sem cobertura_pc	l	20_30	b2	1.61	1.8	89.45	267	102	631	0.13	0.37	0.5	2.7	2.1	0.47	8.43	0.02	3.5	13	4.6	0.85	16	5	31	5.11	8.22	0.56	5.59	0.94
2	sem cobertura_pc	l	20_30	b3	1.61	1.79	90.05	267	102	631	0.11	0.29	0.4	2.7	2.58	0.35	9.25	0.03	2	15	4.2	0.6	7	4	31	6.13	9.9	0.50	4.96	0.84
2	sem cobertura_pc	l	30_70	b1	1.64	1.76	93.64	322	107	571	0.03	0.36	0.39	2.69	1.03	0.53	3.01	0.02	2	12	4.4	0.3	15	4	31	5.24	34.47	0.52	5.16	3.38
2	sem cobertura_pc	l	30_70	b2	1.66	1.75	94.8	322	107	571	0.03	0.36	0.38	2.69	1.36	0.71	4.93	0.02	5	13	4.6	0.25	16	10	28	5.65	37.55	0.52	5.16	3.33
2	sem cobertura_pc	l	30_70	b3	1.53	1.76	86.84	322	107	571	0.03	0.36	0.39	2.69	1.2	0.37	3.96	0.02	1	10	4.6	0.2	12	4	25	5.13	31.27	0.52	5.16	3.36
2	sorgo_cm	el	0_20	b1	1.78	1.83	97.01	224.4	102.8	673	0.03	0.31	0.34	2.69	1.9	0.51	4.15	0.03	1.6	12.4	4.3	0.72	9.4	4.9	32.2	5.28	12.51	0.33	3.27	0.38
2	sorgo_cm	el	0_20	b2	1.76	1.83	95.92	224.4	102.8	673	0.03	0.31	0.35	2.69	1.99	0.62	3.86	0.03	2.1	12	4.44	0.66	10	5.4	27.4	5.48	11.57	0.58	5.77	0.69
2	sorgo_cm	el	0_20	b3	1.71	1.83	93.54	224.4	102.8	673	0.03	0.32	0.35	2.69	1.64	0.65	3.48	0.03	2.8	11.2	5	0.76	11.9	5.8	23.1	5.39	11.77	0.69	6.89	0.85
2	sorgo_cm	el	20_30	b1	1.71	1.8	95.41	267	102	631	0.02	0.35	0.37	2.7	1.98	0.54	3.67	0.03	1	12	4	0.3	9	5	38	5.6	9.63	0.38	3.79	0.65
2	sorgo_cm	el	20_30	b2	1.75	1.8	97.33	267	102	631	0.01	0.35	0.35	2.7	1.46	0.38	2.72	0.02	1.5	11	4	0.3	10	4	34	5.29	9.1	0.60	5.99	1.03
2	sorgo_cm	el	20_30	b3	1.73	1.81	95.56	267	102	631	0.01	0.35	0.36	2.7	1.72	0.39	3.74	0.01	2	7	5	0.3	9.5	4	36	3.04	5.22	0.35	3.47	0.60
2	sorgo_cm	el	30_70	b1	1.69	1.75	96.31	322	107	571	0.03	0.34	0.37	2.69	1.17	0.64	5.87	0.02	1	13	4	0.4	10	4	42	5.47	35.01	0.51	5.11	3.27
2	sorgo_cm	el	30_70	b2	1.62	1.76	92.23	322	107	571	0.05	0.35	0.4	2.69	1.54	1.05	6.27	0.02	1	10	4.6	0.3	12	5	25	4.32	27.64	0.55	5.46	3.49
2	sorgo_cm	el	30_70	b3	1.66	1.76	94.27	322	107	571	0.04	0.34	0.38	2.69	0.81	0.6	5.51	0.02	2	17	4.8	0.2	11	3	33.5	4.89	31.32	0.27	2.72	1.74
2	sorgo_cm	l	0_20	b1	1.63	1.82	89.42	224.4	102.8	673	0.04	0.36	0.41	2.69	1.23	0.53	3.92	0.04	3.1	12.9	4.5	1.47	8.1	4.6	21.2	6.32	13.51	0.53	5.29	0.56
2	sorgo_cm	l	0_20	b2	1.61	1.82	88.61	224.4	102.8	673	0.06	0.32	0.38	2.69	1.08	0.63	4.29	0.04	2.5	14	4.48	1.72	8.6	5.8	24.8	7.17	14.14	0.34	3.36	0.33
2	sorgo_cm	l	0_20	b3	1.73	1.83	94.89	224.4	102.8	673	0.04	0.3	0.34	2.69	1.23	0.5	3.88	0.04	3.8	12.9	4.79	1.22	9.2	5.7	19	6.28	11.56	0.43	4.32	0.44
2	sorgo_cm	l	20_30	b1	1.82	1.8	100.88	267	102	631	0.03	0.3	0.33	2.7	2.7	0.38	1.71	0.02	3.5	13.5	4.5	0.55	6.5	5	20	4.99	8.03	0.55	5.53	0.93
2	sorgo_cm	l	20_30	b2	1.8	1.8	100.48	267	102	631	0.04	0.29	0.33	2.7	1.87	0.31	1.5	0.03	1	11	4.5	0.5	7	4	25	5.79	9.32	0.31	3.15	0.53
2	sorgo_cm	l	20_30	b3	1.79	1.8	99.42	267	102	631	0.04	0.23	0.27	2.7	2.29	0.34	1.26	0.02	6	16	4.5	0.6	6	3	15	4.48	7.21	0.43	4.34	0.73
2	sorgo_cm	l	30_70	b1	1.59	1.75	90.97	322	107	571	0.03	0.38	0.41	2.69	1.27	0.67	5.12	0.02	2	12	4.2	0.5	12	6	28	6.07	39.11	0.50	5.03	3.26
2	sorgo_cm	l	30_70	b2	1.6	1.75	91.27	322	107	571	0.05	0.36	0.4	2.69	1.34	0.77	6.83	0.02	1	11	4.5	0.9	12	7	28	5.46	35.14	0.42	4.24	2.75
2	sorgo_cm	l	30_70	b3	1.57	1.76	88.86	322	107	571	0.05	0.37	0.42	2.69	1.36	0.72	8.39	0.02	1.5	11.5	4.35	0.7	12	6.5	28	3.99	25.68	0.46	4.63	3.00
2	sorgo_pd	el	0_20	b1	1.76	1.82	96.45	224.4	102.8	673	0.03	0.31	0.35	2.69	2.1	0.49	5.35	0.04	3.2	15.4	4.36	0.82	10.4	5.8	29.5	6.37	12.58	0.56	5.64	0.64
2	sorgo_pd	el	0_20	b2	1.74	1.83	95.17	224.4	102.8	673	0.03	0.32	0.34	2.69	1.67	0.43	4.45	0.03	2.9	13	4.87	0.74	10.6	6.7	23.1	5.15	11.41	0.45	4.48	0.48
2	sorgo_pd	el	0_20	b3	1.76	1.83	96.33	224.4	102.8	673	0.03	0.3	0.33	2.69	1.69	0.5	4.66	0.03	2.2	11.2	4.74	0.68	9.9	5.8	17.2	5.19	11.58	0.40	3.99	0.47
2	sorgo_pd	el	20_30	b1	1.72	1.8	95.46	267	102	631	0.05	0.31	0.36	2.7	1.76	0.71	7.07	0.02	2	12	4.3	0.5	9	6	34	5.14	8.84	0.51	5.11	0.88
2	sorgo_pd	el	20_30	b2	1.73	1.81	95.55	267	102	631	0.03	0.33	0.36	2.7	0.78	0.56	5.54	0.02	2	10.5	4.6	0.4	8.5	6	24.5	3.81	6.56	0.27	2.66	0.46
2	sorgo_pd	el	20_30	b3	1.73	1.8	96.26	267	102	631	0.04	0.28	0.32	2.7	1.06	0.52	5.39	0.02	2	9	4.9	0.3	8	6	15	4.62	7.95	0.39	3.88	0.67
2	sorgo_pd	el	30_70	b1	1.64	1.76	93.01	322	107	571	0.04	0.35	0.39	2.69	2.34	0.35	8.62	0.02	1	10	5	0.3	16	8	25	4.41	28.21	0.29	2.87	1.84
2	sorgo_pd	el	30_70	b2	1.59	1.76	90.54	322	107	571	0.05	0.36	0.41	2.69	2.74	0.26	6.44	0.02	1	12	4.8	0.4	17	10	25	4.89	31.29	0.34	3.40	2.18
2	sorgo_pd	el	30_70	b3	1.62	1.76	92.31	322	107	571	0.04	0.29	0.33	2.69	1.95	0.45	7.25	0.02	1	15	4.8	0.3	16.5	7	18	4.84	30.96	0.42	4.16	2.66
2	sorgo_pd	l	0_20	b1	1.63	1.82	89.57	224.4	102.8	673	0.04	0.32	0.36	2.69	1.48	0.81	12.26	0.04	2.6	14.4	4.34	1.62	10	6	30.4	6.62	13.01	0.46	4.56	0.48
2	sorgo_pd	l	0_20	b2	1.8	1.83	98.21	224.4	102.8	673	0.04	0.3	0.34	2.69	1.88	0.72	11.27	0.03	2.5	13.3	4.64	1.49	9.5	6	24.6	4.78	10.05	0.49	4.88	0.54
2	sorgo_pd	l	0_20	b3	1.65	1.83	90.39	224.4	102.8	673	0.04	0.31	0.35	2.69	1.56	0.8	14.24	0.03	3.3	12.8	4.72	1.95	10	6.6	17.4	5.87	10.16	0.47	4.72	0.51
2	sorgo_pd	l	20_30	b1	1.67	1.79	93.07	267	102	631	0.05	0.33	0.38	2.7	1.71	0.7	6.24	0.03	2	14	4.3	1.38	11	7	34	5.96	9.6	0.44	4.39	0.74
2	sorgo_pd	l	20_30	b2	1.89	1.81	104.59	267	102	631	0.04	0.26	0.3	2.7	2.54	0.7	6.23	0.02	4.5	11.5	4.4	1.05	8.5	6	26	3.87	6.22	0.42	4.21	0.71
2	sorgo_pd	l	20_30	b3	1.78	1.8	98.65	267	102	631	0.04	0.34	0.38	2.7	2.12	0.71	8.51	0.02	7	9	4.5	1.7	6	5	18	4.26	6.86	0.43	4.30	0.72
2	sorgo_pd	l	30_70	b1	1.67	1.76	94.81	322	107	571	0.01	0.37	0.38	2.69	1.75	0.88	13.62	0.02	1	11	4.5	0.5	14	7	31	5.13	33.01	0.49	4.89	3.17
2	sorgo_pd	l	30_70	b2	1.7	1.76	96.58	322	107	571	0.01	0.36	0.37	2.69	2.19	0.59	10.47	0.02	1	12	4.7	0.5	16	10	25	4.34	27.96	0.45	4.50	2.92
2	sorgo_pd	l	30_70	b3	1.75	1.77	98.87	322	107	571	0.04	0.31	0.35	2.69	1.97	0.56	14.92	0.01	1	15	4.6	0.5	15	5	16	3.48	22.39	0.47	4.70	3.04
2	sorgo_pp	el	0_20	b1	1.74	1.82	95.56	224.4	102.8	673	0.04	0.32	0.36	2.69	2.76	0.55	6.53	0.04	3.4	13.4	4.72	0.66	15.2	7.4	21	6.43	13.21	0.59	5.85	0.68
2	sorgo_pp	el	0_20	b2	1.74	1.82	95.52	224.4	102.8	673	0.04	0.32	0.35	2.69	3.01	0.61	8.5	0.04	2.4	15.6	5	0.82	15.2	10.4	24	6.78	12.85	0.85	8.48	0.95
2	sorgo_pp	el	0_20	b3	1.79	1.82	98.29	224.4	102.8	673	0.04	0.29	0.32	2.69	2.66	0.73	6.75	0.04	3.2	12.4	5.03	0.88	11.9	8.5	18.2	6.46	12.21	0.46	4.63	0.58
2	sorgo_pp	el	20_30	b1	1.75	1.79	97.57	267	102	631	0.06	0.35	0.41	2.7	2.04	0.62	5.22	0.03	2	12	4.5	0.5	14	6	25	6.03	10.36	0.69	6.86	1.18
2	sorgo_pp	el	20_30	b2	1.61	1.8	89.51	267	102	631	0.06	0.34	0.4	2.7	1.82	0.53	4.75	0.03	1	12	4.6	0.4	12	9	28	5.56	9.55	0.57	5.73	0.99
2	sorgo_pp	el	20_30	b3	1.79	1.79	100.1	267	102	631	0.06	0.28	0.34	2.7	1.28	0.85	4.83	0.03	3	14	4.8	0.6	12	11	25	7.37	12.68	0.68	6.82	1.17
2	sorgo_pp	el	30_70	b1	1.6	1.76	91.04	322	107	571	0.03	0.37	0.4	2.69	2.78	0.45	2.7	0.02	3	10	4.9	0.3	15	7	20	4.86	31.13	0.47	4.69	3.00
2	sorgo_pp	el	30_70	b2	1.64	1.76	93.19	322	107	571	0.02	0.37	0.39	2.69	1.73	0.31	3.5	0.02	1	10	4.9	0.3	10	8	25	4.24	27.15	0.39	3.87	2.48
2	sorgo_pp	el	30_70	b3	1.71	1.76	96.94	322	107	571	0.02	0.25	0.27	2.69	2.25	0.44	3.18	0.01	2	9	4.5	0.3	10	5	18	3.7	23.65	0.29	2.89	1.85
2	sorgo_pp	l	0_20	b1	1.64	1.82	89.95	224.4	102.8	673	0.1	0.33	0.44	2.69	1.37	0.57	9.07	0.04	4.4	15.6	4.62	1.56	13.6	7.4	23.6	7.01	13.44	0.55	5.52	0.55
2	sorgo_pp	l	0_20	b2	1.6	1.82	87.65	224.4	102.8	673	0.1	0.34	0.44	2.69	1.25	0.63	10.32	0.04	4.4	14.2	4.8	1.32	12	9.6	23.8	7.17	13.82	0.41	4.13	0.45
2	sorgo_pp	l	0_20	b3	1.68	1.83	91.55	224.4	102.8	673	0.08	0.28	0.36	2.69	1.24	0.69	8.8	0.03	4.7	12.2	4.94	1.48	10.1	5.4	16.6	5.45	10.81	0.48	4.82	0.50
2	sorgo_pp	l	20_30	b1	1.72	1.8	95.75	267	102	631	0.01	0.35	0.36	2.7	1.07	0.48	2.38	0.03	6	12	4.5	0.7	14	7	25	5.74	9.23	0.48	4.78	0.80
2	sorgo_pp	l	20_30	b2	1.42	1.79	79.12	267	102	631	0.01	0.47	0.47	2.7	1.34	0.56	2.6	0.03	7	13	4.7	0.7	12	10	25	5.83	9.39	0.48	4.78	0.80
2	sorgo_pp	l	20_30	b3	1.53	1.8	84.8	267	102	631	0.03	0.41	0.44	2.7	1.62	0.65	3.6	0.02	6.5	11	4.6	0.5	9	7	20	5.12	8.24	0.48	4.78	0.80
2	sorgo_pp	l	30_70	b1	1.51	1.76	85.94	322	107	571	0.27	0.3	0.57	2.69	1.35	0.52	4.43	0.02	4.5	11	4.7	0.5	16	7	22	5.32	34.27	0.43	4.30	2.78
2	sorgo_pp	l	30_70	b2	1.63	1.76	92.68	322	107	571	0.21	0.37	0.58	2.69	1.46	0.48	4	0.02	5	11	4.6	0.45	13	7	25	5.19	33.4	0.46	4.59	2.98
2	sorgo_pp	l	30_70	b3	1.68	1.76	95.39	322	107	571	0.15	0.23	0.38	2.69	0.94	0.5	5.4	0.02	4	11	4.7	0.4	14.5	5	15	4.32	27.83	0.44	4.44	2.88
3	amendoim_cm	el	0_20	b1	1.75	1.83	95.8	224.4	102.8	673	0.08	0.27	0.35	2.69	1.18	0.49	4.54	0.03	3.2	14.4	4.64	1.42	12.6	4.9	20.4	5.95	11.85	0.03	0.32	0.35
3	amendoim_cm	el	0_20	b2	1.81	1.83	98.74	224.4	102.8	673	0.06	0.27	0.33	2.69	1.24	0.49	3.5	0.03	3.4	12.4	5.32	1.5	14.4	5.8	19.5	5.33	10.82	0.04	0.36	0.39
3	amendoim_cm	el	0_20	b3	1.8	1.82	98.52	224.4	102.8	673	0.07	0.26	0.33	2.69	1.24	0.53	4.4	0.04	3.8	14.5	4.6	1.43	12.9	4.8	22.1	6.43	13.46	0.03	0.26	0.21
3	amendoim_cm	el	20_30	b1	1.81	1.8	100.6	267	102	631	0.08	0.25	0.33	2.7	1.06	0.43	2.41	0.02	2	12	4.5	0.8	11	4	20	4.56	7.79	0.03	0.28	0.48
3	amendoim_cm	el	20_30	b2	1.89	1.8	104.93	267	102	631	0.02	0.28	0.3	2.7	1.06	0.42	1.95	0.02	1	10	5.4	0.9	12	4.5	21	4.07	6.96	0.03	0.32	0.54
3	amendoim_cm	el	20_30	b3	1.85	1.8	102.87	267	102	631	0.04	0.28	0.31	2.7	1.05	0.41	2.21	0.02	3	13	4.6	0.8	10	5	22	5.19	8.88	0.05	0.49	0.83
3	amendoim_cm	el	30_70	b1	1.8	1.76	102.06	322	107	571	0	0.33	0.33	2.69	1.05	0.43	0.85	0.02	2	11	4.2	0.8	8	3	22	4.63	27.39	0.04	0.41	2.65
3	amendoim_cm	el	30_70	b2	1.77	1.76	100.43	322	107	571	0.06	0.28	0.34	2.69	1.05	0.49	0.6	0.02	2	10	5.1	0.9	11	4	18	4.51	26.72	0.04	0.42	2.68
3	amendoim_cm	el	30_70	b3	1.55	1.75	88.24	322	107	571	0.14	0.29	0.43	2.69	1.05	0.55	1.06	0.02	1	13	4.6	0.85	8	5	22	5.87	34.73	0.03	0.28	1.76
3	amendoim_cm	l	0_20	b1	1.58	1.83	86.78	224.4	102.8	673	0.18	0.23	0.41	2.69	0.7	0.37	1.41	0.03	6.1	15.1	4.54	1.28	8	5.5	21	5.97	11.49	0.03	0.34	0.37
3	amendoim_cm	l	0_20	b2	1.58	1.82	86.72	224.4	102.8	673	0.17	0.25	0.41	2.69	0.8	0.46	1.7	0.04	7.4	15.4	5.02	1.48	9.9	6.6	20.4	6.54	15.03	0.06	0.57	0.64
3	amendoim_cm	l	0_20	b3	1.45	1.82	79.98	224.4	102.8	673	0.21	0.26	0.46	2.69	0.88	0.62	1.9	0.04	6.9	19.8	4.34	1.44	8.2	6.3	21.9	7.43	14.77	0.08	0.76	0.48
3	amendoim_cm	l	20_30	b1	1.68	1.8	93.52	267	102	631	0.14	0.23	0.38	2.7	0.9	0.3	0.6	0.02	2	12	4.4	0.8	7	7.5	22	4.83	8.16	0.03	0.32	0.58
3	amendoim_cm	l	20_30	b2	1.84	1.8	102.5	267	102	631	0.1	0.21	0.32	2.7	0.91	0.39	0.51	0.02	3	12	5.2	1	7	8	18	4.98	8.41	0.08	0.77	1.42
3	amendoim_cm	l	20_30	b3	1.44	1.8	80	267	102	631	0.19	0.27	0.47	2.7	0.92	0.35	0.71	0.03	2.5	14	4.3	0.9	7	7	20	5.62	9.49	0.06	0.60	1.09
3	amendoim_cm	l	30_70	b1	1.8	1.76	102	322	107	571	0.04	0.29	0.33	2.69	1.52	0.38	0.9	0.02	2	11	4.6	0.8	9	4	20	4.36	29.49	0.03	0.33	2.43
3	amendoim_cm	l	30_70	b2	1.74	1.75	99.49	322	107	571	0.1	0.25	0.35	2.69	1.66	0.42	1.3	0.03	4	16	5	1	8	5	24	6.68	45.17	0.00	0.00	0.00
3	amendoim_cm	l	30_70	b3	1.65	1.75	94.3	322	107	571	0.07	0.32	0.39	2.69	1.71	0.36	0.86	0.02	3	12	4.4	1.2	9	4.5	28	5.77	39.02	0.10	1.01	7.48
3	amendoim_pd	el	0_20	b1	1.75	1.83	95.92	224.4	102.8	673	0.09	0.25	0.35	2.69	1.67	0.53	4.75	0.03	3.8	14.3	4.56	1.22	8.1	6.7	22.8	5.87	12.85	0.03	0.26	0.21
3	amendoim_pd	el	0_20	b2	1.64	1.82	89.92	224.4	102.8	673	0.13	0.26	0.39	2.69	1.62	0.58	5.88	0.04	4	15.5	4.9	1.19	9	7.2	23.32	6.96	13.8	0.00	0.00	0.00
3	amendoim_pd	el	0_20	b3	1.69	1.82	93.01	224.4	102.8	673	0.13	0.24	0.37	2.69	1.79	0.52	5.48	0.04	3	15.8	4.7	1.16	8.7	6.2	24.4	7.46	13.91	0.02	0.23	0.19
3	amendoim_pd	el	20_30	b1	1.76	1.8	97.64	267	102	631	0.11	0.24	0.35	2.7	0.74	0.42	2.65	0.02	4	10	4.8	0.8	8	8.5	19	4.24	13.67	0.03	0.34	0.58
3	amendoim_pd	el	20_30	b2	1.58	1.78	89.1	267	102	631	0.13	0.28	0.41	2.7	1.14	0.41	3.43	0.04	3	11.5	5	0.75	8.5	10	18	9.11	15.58	0.00	0.00	0.00
3	amendoim_pd	el	20_30	b3	1.75	1.79	97.59	267	102	631	0.1	0.25	0.35	2.7	1.94	0.45	3.37	0.03	2	13	4.9	0.7	9	7	20	6.88	11.76	0.00	0.00	0.00
3	amendoim_pd	el	30_70	b1	1.53	1.76	87.17	322	107	571	0.13	0.3	0.43	2.69	1.33	0.69	9.56	0.02	4	13	4.6	0.75	7	7	20	4.9	29.01	0.04	0.43	2.77
3	amendoim_pd	el	30_70	b2	1.57	1.76	89.36	322	107	571	0.13	0.29	0.42	2.69	1.23	0.56	8.88	0.02	3	16	4.5	0.9	8	6	19	5.1	30.19	0.02	0.23	1.47
3	amendoim_pd	el	30_70	b3	1.66	1.76	94.26	322	107	571	0.13	0.25	0.38	2.69	1.44	0.42	7.81	0.02	1	12	5.1	0.6	7.5	8	18	5.3	31.36	0.00	0.00	0.00
3	amendoim_pd	l	0_20	b1	1.55	1.83	84.88	224.4	102.8	673	0.17	0.25	0.42	2.69	1.02	0.8	11.89	0.03	6	14.2	4.28	1.61	8.7	5.3	22.9	5.9	11.28	0.06	0.58	0.64
