ciclo	tratamento	local	profundidade	bloco	biomassa_raizes
3	amendoim_pp	ca	40-60	b2	75.8
3	amendoim_pp	ca	40-60	b3	72.0
3	crotalária_pd	ca	40-60	b1	76.9
3	crotalária_pd	ca	40-60	b2	46.7
3	crotalária_pd	ca	40-60	b3	98.7
3	crotalária_cm	ca	40-60	b1	103.3
3	crotalária_cm	ca	40-60	b2	94.0
3	crotalária_cm	ca	40-60	b3	64.5
3	crotalária_pp	ca	40-60	b1	137.8
3	crotalária_pp	ca	40-60	b2	84.7
3	crotalária_pp	ca	40-60	b3	51.7
3	milheto_pd	ca	40-60	b1	52.2
3	milheto_pd	ca	40-60	b2	148.0
3	milheto_pd	ca	40-60	b3	77.0
3	milheto_cm	ca	40-60	b1	84.5
3	milheto_cm	ca	40-60	b2	90.6
3	milheto_cm	ca	40-60	b3	188.4
3	milheto_pp	ca	40-60	b1	64.1
3	milheto_pp	ca	40-60	b2	49.2
3	milheto_pp	ca	40-60	b3	85.8
3	sorgo_pd	ca	40-60	b1	84.8
3	sorgo_pd	ca	40-60	b2	95.1
3	sorgo_pd	ca	40-60	b3	47.4
3	sorgo_cm	ca	40-60	b1	60.9
3	sorgo_cm	ca	40-60	b2	131.4
3	sorgo_cm	ca	40-60	b3	26.3
3	sorgo_pp	ca	40-60	b1	60.3
3	sorgo_pp	ca	40-60	b2	144.6
3	sorgo_pp	ca	40-60	b3	54.5
3	semcobertura_pc	ca	40-60	b1	55.7
3	semcobertura_pc	ca	40-60	b2	40.6
3	semcobertura_pc	ca	40-60	b3	101.8
3	amendoim_pd	el	40-60	b1	54.3
3	amendoim_pd	el	40-60	b2	43.3
3	amendoim_pd	el	40-60	b3	15.1
3	amendoim_cm	el	40-60	b1	63.9
3	amendoim_cm	el	40-60	b2	70.2
3	amendoim_cm	el	40-60	b3	43.4
3	amendoim_pp	el	40-60	b1	315.6
3	amendoim_pp	el	40-60	b2	32.4
3	amendoim_pp	el	40-60	b3	89.8
3	crotalária_pd	el	40-60	b1	38.9
3	crotalária_pd	el	40-60	b2	33.5
3	crotalária_pd	el	40-60	b3	32.7
3	crotalária_cm	el	40-60	b1	8.4
3	crotalária_cm	el	40-60	b2	68.6
3	crotalária_cm	el	40-60	b3	17.0
3	crotalária_pp	el	40-60	b1	34.6
3	crotalária_pp	el	40-60	b2	23.7
3	crotalária_pp	el	40-60	b3	20.2
3	milheto_pd	el	40-60	b1	95.8
3	milheto_pd	el	40-60	b2	32.9
3	milheto_pd	el	40-60	b3	25.8
3	milheto_cm	el	40-60	b1	86.2
3	milheto_cm	el	40-60	b2	31.7
3	milheto_cm	el	40-60	b3	68.1
3	milheto_pp	el	40-60	b1	16.7
3	milheto_pp	el	40-60	b2	72.1
3	milheto_pp	el	40-60	b3	13.0
3	sorgo_pd	el	40-60	b1	29.2
3	sorgo_pd	el	40-60	b2	105.3
3	sorgo_pd	el	40-60	b3	22.6
3	sorgo_cm	el	40-60	b1	34.3
3	sorgo_cm	el	40-60	b2	75.8
3	sorgo_cm	el	40-60	b3	19.2
3	sorgo_pp	el	40-60	b1	33.1
3	sorgo_pp	el	40-60	b2	28.7
3	sorgo_pp	el	40-60	b3	34.9
3	semcobertura_pc	el	40-60	b1	40.3
3	semcobertura_pc	el	40-60	b2	45.3
3	semcobertura_pc	el	40-60	b3	51.9
4	amendoim_pd	l	40-60	b1	35.4
4	amendoim_pd	l	40-60	b2	11.8
4	amendoim_pd	l	40-60	b3	12.4
4	amendoim_cm	l	40-60	b1	75.8
4	amendoim_cm	l	40-60	b2	48.0
4	amendoim_cm	l	40-60	b3	37.1
4	amendoim_pp	l	40-60	b1	18.1
4	amendoim_pp	l	40-60	b2	152.2
4	amendoim_pp	l	40-60	b3	42.9
4	crotalária_pd	l	40-60	b1	6.2
4	crotalária_pd	l	40-60	b2	21.3
4	crotalária_pd	l	40-60	b3	105.6
4	crotalária_cm	l	40-60	b1	12.2
4	crotalária_cm	l	40-60	b2	37.0
4	crotalária_cm	l	40-60	b3	3.6
4	crotalária_pp	l	40-60	b1	32.2
4	crotalária_pp	l	40-60	b2	35.9
4	crotalária_pp	l	40-60	b3	46.7
4	milheto_pd	l	40-60	b1	61.0
4	milheto_pd	l	40-60	b2	10.9
4	milheto_pd	l	40-60	b3	9.2
4	milheto_cm	l	40-60	b1	45.3
4	milheto_cm	l	40-60	b2	36.6
4	milheto_cm	l	40-60	b3	78.4
4	milheto_pp	l	40-60	b1	44.7
4	milheto_pp	l	40-60	b2	14.0
4	milheto_pp	l	40-60	b3	8.2
4	sorgo_pd	l	40-60	b1	137.2
4	sorgo_pd	l	40-60	b2	18.5
4	sorgo_pd	l	40-60	b3	14.9
4	sorgo_cm	l	40-60	b1	12.6
4	sorgo_cm	l	40-60	b2	17.3
4	sorgo_cm	l	40-60	b3	31.5
4	sorgo_pp	l	40-60	b1	32.3
4	sorgo_pp	l	40-60	b2	38.3
4	sorgo_pp	l	40-60	b3	37.5
4	semcobertura_pc	l	40-60	b1	17.8
4	semcobertura_pc	l	40-60	b2	13.3
4	semcobertura_pc	l	40-60	b3	7.2
4	amendoim_pd	ca	40-60	b1	43.6
4	amendoim_pd	ca	40-60	b2	59.6
4	amendoim_pd	ca	40-60	b3	53.3
4	amendoim_cm	ca	40-60	b1	51.1
4	amendoim_cm	ca	40-60	b2	12.4
4	amendoim_cm	ca	40-60	b3	11.8
4	amendoim_pp	ca	40-60	b1	13.8
4	amendoim_pp	ca	40-60	b2	74.9
4	amendoim_pp	ca	40-60	b3	51.4
4	crotalária_pd	ca	40-60	b1	121.4
4	crotalária_pd	ca	40-60	b2	16.6
4	crotalária_pd	ca	40-60	b3	27.0
4	crotalária_cm	ca	40-60	b1	6.5
4	crotalária_cm	ca	40-60	b2	28.5
4	crotalária_cm	ca	40-60	b3	18.6
4	crotalária_pp	ca	40-60	b1	79.9
4	crotalária_pp	ca	40-60	b2	70.5
4	crotalária_pp	ca	40-60	b3	19.9
4	milheto_pd	ca	40-60	b1	53.8
4	milheto_pd	ca	40-60	b2	16.0
4	milheto_pd	ca	40-60	b3	32.7
4	milheto_cm	ca	40-60	b1	48.9
4	milheto_cm	ca	40-60	b2	19.0
4	milheto_cm	ca	40-60	b3	5.5
4	milheto_pp	ca	40-60	b1	39.3
4	milheto_pp	ca	40-60	b2	106.3
4	milheto_pp	ca	40-60	b3	92.6
4	sorgo_pd	ca	40-60	b1	47.7
4	sorgo_pd	ca	40-60	b2	137.4
4	sorgo_pd	ca	40-60	b3	48.3
4	sorgo_cm	ca	40-60	b1	28.7
4	sorgo_cm	ca	40-60	b2	13.7
4	sorgo_cm	ca	40-60	b3	31.0
4	sorgo_pp	ca	40-60	b1	53.1
4	sorgo_pp	ca	40-60	b2	25.7
4	sorgo_pp	ca	40-60	b3	33.3
4	semcobertura_pc	ca	40-60	b1	57.4
4	semcobertura_pc	ca	40-60	b2	85.5
4	semcobertura_pc	ca	40-60	b3	15.8
4	amendoim_pd	el	40-60	b1	48.5
4	amendoim_pd	el	40-60	b2	32.0
4	amendoim_pd	el	40-60	b3	33.2
4	amendoim_cm	el	40-60	b1	15.4
4	amendoim_cm	el	40-60	b2	20.0
4	amendoim_cm	el	40-60	b3	8.5
4	amendoim_pp	el	40-60	b1	84.9
4	amendoim_pp	el	40-60	b2	22.7
4	amendoim_pp	el	40-60	b3	3.2
4	crotalária_pd	el	40-60	b1	45.4
4	crotalária_pd	el	40-60	b2	23.9
4	crotalária_pd	el	40-60	b3	8.4
4	crotalária_cm	el	40-60	b1	67.9
4	crotalária_cm	el	40-60	b2	24.0
4	crotalária_cm	el	40-60	b3	28.7
4	crotalária_pp	el	40-60	b1	50.6
4	crotalária_pp	el	40-60	b2	15.3
4	crotalária_pp	el	40-60	b3	17.2
4	milheto_pd	el	40-60	b1	59.5
4	milheto_pd	el	40-60	b2	50.1
4	milheto_pd	el	40-60	b3	25.8
4	milheto_cm	el	40-60	b1	51.3
4	milheto_cm	el	40-60	b2	18.0
4	milheto_cm	el	40-60	b3	10.5
4	milheto_pp	el	40-60	b1	61.0
4	milheto_pp	el	40-60	b2	15.9
4	milheto_pp	el	40-60	b3	NA
4	sorgo_pd	el	40-60	b1	85.2
4	sorgo_pd	el	40-60	b2	34.5
4	sorgo_pd	el	40-60	b3	34.1
4	sorgo_cm	el	40-60	b1	8.1
4	sorgo_cm	el	40-60	b2	61.8
4	sorgo_cm	el	40-60	b3	40.3
4	sorgo_pp	el	40-60	b1	26.3
4	sorgo_pp	el	40-60	b2	16.2
4	sorgo_pp	el	40-60	b3	12.7
4	semcobertura_pc	el	40-60	b1	14.0
4	semcobertura_pc	el	40-60	b2	34.1
4	semcobertura_pc	el	40-60	b3	28.5
