ciclo	tratamento	local	profundidade	bloco	biomassa_raizes
2	sorgo_pd	l	20-40	b3	215.0
2	sorgo_cm	l	20-40	b1	73.5
2	sorgo_cm	l	20-40	b2	202.4
2	sorgo_cm	l	20-40	b3	164.9
2	sorgo_pp	l	20-40	b1	183.0
2	sorgo_pp	l	20-40	b2	160.8
2	sorgo_pp	l	20-40	b3	179.0
2	semcobertura_pc	l	20-40	b1	93.8
2	semcobertura_pc	l	20-40	b2	199.6
2	semcobertura_pc	l	20-40	b3	106.7
2	amendoim_pd	ca	20-40	b1	120.3
2	amendoim_pd	ca	20-40	b2	188.8
2	amendoim_pd	ca	20-40	b3	153.2
2	amendoim_cm	ca	20-40	b1	135.1
2	amendoim_cm	ca	20-40	b2	166.4
2	amendoim_cm	ca	20-40	b3	116.5
2	amendoim_pp	ca	20-40	b1	100.5
2	amendoim_pp	ca	20-40	b2	69.8
2	amendoim_pp	ca	20-40	b3	97.4
2	crotalária_pd	ca	20-40	b1	93.5
2	crotalária_pd	ca	20-40	b2	113.0
2	crotalária_pd	ca	20-40	b3	49.9
2	crotalária_cm	ca	20-40	b1	139.7
2	crotalária_cm	ca	20-40	b2	95.1
2	crotalária_cm	ca	20-40	b3	80.4
2	crotalária_pp	ca	20-40	b1	215.9
2	crotalária_pp	ca	20-40	b2	141.2
2	crotalária_pp	ca	20-40	b3	99.4
2	milheto_pd	ca	20-40	b1	267.8
2	milheto_pd	ca	20-40	b2	105.6
2	milheto_pd	ca	20-40	b3	74.8
2	milheto_cm	ca	20-40	b1	152.1
2	milheto_cm	ca	20-40	b2	146.8
2	milheto_cm	ca	20-40	b3	281.1
2	milheto_pp	ca	20-40	b1	75.2
2	milheto_pp	ca	20-40	b2	171.2
2	milheto_pp	ca	20-40	b3	106.8
2	sorgo_pd	ca	20-40	b1	187.0
2	sorgo_pd	ca	20-40	b2	140.8
2	sorgo_pd	ca	20-40	b3	162.2
2	sorgo_cm	ca	20-40	b1	88.0
2	sorgo_cm	ca	20-40	b2	199.8
2	sorgo_cm	ca	20-40	b3	210.4
2	sorgo_pp	ca	20-40	b1	107.9
2	sorgo_pp	ca	20-40	b2	70.0
2	sorgo_pp	ca	20-40	b3	140.5
2	semcobertura_pc	ca	20-40	b1	115.9
2	semcobertura_pc	ca	20-40	b2	84.6
2	semcobertura_pc	ca	20-40	b3	103.5
2	amendoim_pd	el	20-40	b1	146.8
2	amendoim_pd	el	20-40	b2	87.2
2	amendoim_pd	el	20-40	b3	55.3
2	amendoim_cm	el	20-40	b1	88.5
2	amendoim_cm	el	20-40	b2	20.0
2	amendoim_cm	el	20-40	b3	63.4
2	amendoim_pp	el	20-40	b1	104.4
2	amendoim_pp	el	20-40	b2	78.2
2	amendoim_pp	el	20-40	b3	93.4
2	crotalária_pd	el	20-40	b1	83.1
2	crotalária_pd	el	20-40	b2	88.8
2	crotalária_pd	el	20-40	b3	30.1
2	crotalária_cm	el	20-40	b1	124.0
2	crotalária_cm	el	20-40	b2	46.4
2	crotalária_cm	el	20-40	b3	103.6
2	crotalária_pp	el	20-40	b1	135.3
2	crotalária_pp	el	20-40	b2	104.4
2	crotalária_pp	el	20-40	b3	40.3
2	milheto_pd	el	20-40	b1	80.8
2	milheto_pd	el	20-40	b2	143.8
2	milheto_pd	el	20-40	b3	106.4
2	milheto_cm	el	20-40	b1	82.2
2	milheto_cm	el	20-40	b2	117.1
2	milheto_cm	el	20-40	b3	89.7
2	milheto_pp	el	20-40	b1	127.0
2	milheto_pp	el	20-40	b2	89.6
2	milheto_pp	el	20-40	b3	78.3
2	sorgo_pd	el	20-40	b1	67.2
2	sorgo_pd	el	20-40	b2	47.4
2	sorgo_pd	el	20-40	b3	201.3
2	sorgo_cm	el	20-40	b1	94.8
2	sorgo_cm	el	20-40	b2	107.4
2	sorgo_cm	el	20-40	b3	97.8
2	sorgo_pp	el	20-40	b1	36.8
2	sorgo_pp	el	20-40	b2	35.5
2	sorgo_pp	el	20-40	b3	139.5
2	semcobertura_pc	el	20-40	b1	44.8
2	semcobertura_pc	el	20-40	b2	117.3
2	semcobertura_pc	el	20-40	b3	69.9
3	amendoim_pd	l	20-40	b1	29.1
3	amendoim_pd	l	20-40	b2	194.9
3	amendoim_pd	l	20-40	b3	88.0
3	amendoim_cm	l	20-40	b1	78.2
3	amendoim_cm	l	20-40	b2	80.5
3	amendoim_cm	l	20-40	b3	104.7
3	amendoim_pp	l	20-40	b1	63.0
3	amendoim_pp	l	20-40	b2	96.6
3	amendoim_pp	l	20-40	b3	136.5
3	crotalária_pd	l	20-40	b1	70.6
3	crotalária_pd	l	20-40	b2	153.9
3	crotalária_pd	l	20-40	b3	96.2
3	crotalária_cm	l	20-40	b1	161.3
3	crotalária_cm	l	20-40	b2	103.4
3	crotalária_cm	l	20-40	b3	131.2
3	crotalária_pp	l	20-40	b1	81.4
3	crotalária_pp	l	20-40	b2	78.7
3	crotalária_pp	l	20-40	b3	35.2
3	milheto_pd	l	20-40	b1	152.2
3	milheto_pd	l	20-40	b2	83.1
3	milheto_pd	l	20-40	b3	118.2
3	milheto_cm	l	20-40	b1	45.9
3	milheto_cm	l	20-40	b2	122.5
3	milheto_cm	l	20-40	b3	121.5
3	milheto_pp	l	20-40	b1	101.8
3	milheto_pp	l	20-40	b2	104.3
3	milheto_pp	l	20-40	b3	121.8
3	sorgo_pd	l	20-40	b1	126.2
3	sorgo_pd	l	20-40	b2	104.1
3	sorgo_pd	l	20-40	b3	149.7
3	sorgo_cm	l	20-40	b1	58.4
3	sorgo_cm	l	20-40	b2	131.8
3	sorgo_cm	l	20-40	b3	62.2
3	sorgo_pp	l	20-40	b1	141.1
3	sorgo_pp	l	20-40	b2	151.5
3	sorgo_pp	l	20-40	b3	149.1
3	semcobertura_pc	l	20-40	b1	137.9
3	semcobertura_pc	l	20-40	b2	206.6
3	semcobertura_pc	l	20-40	b3	251.7
3	amendoim_pd	ca	20-40	b1	81.7
3	amendoim_pd	ca	20-40	b2	64.7
3	amendoim_pd	ca	20-40	b3	109.0
3	amendoim_cm	ca	20-40	b1	49.8
3	amendoim_cm	ca	20-40	b2	156.0
3	amendoim_cm	ca	20-40	b3	134.6
3	amendoim_pp	ca	20-40	b1	178.7
3	amendoim_pp	ca	20-40	b2	166.2
3	amendoim_pp	ca	20-40	b3	69.0
3	crotalária_pd	ca	20-40	b1	82.0
3	crotalária_pd	ca	20-40	b2	79.4
3	crotalária_pd	ca	20-40	b3	52.4
3	crotalária_cm	ca	20-40	b1	160.8
3	crotalária_cm	ca	20-40	b2	102.9
3	crotalária_cm	ca	20-40	b3	80.8
3	crotalária_pp	ca	20-40	b1	89.5
3	crotalária_pp	ca	20-40	b2	89.1
3	crotalária_pp	ca	20-40	b3	92.6
3	milheto_pd	ca	20-40	b1	88.5
3	milheto_pd	ca	20-40	b2	110.2
3	milheto_pd	ca	20-40	b3	123.7
3	milheto_cm	ca	20-40	b1	262.8
3	milheto_cm	ca	20-40	b2	151.5
3	milheto_cm	ca	20-40	b3	159.6
3	milheto_pp	ca	20-40	b1	180.8
3	milheto_pp	ca	20-40	b2	71.9
3	milheto_pp	ca	20-40	b3	76.2
3	sorgo_pd	ca	20-40	b1	128.4
3	sorgo_pd	ca	20-40	b2	80.5
3	sorgo_pd	ca	20-40	b3	56.8
3	sorgo_cm	ca	20-40	b1	140.3
3	sorgo_cm	ca	20-40	b2	81.7
3	sorgo_cm	ca	20-40	b3	73.3
3	sorgo_pp	ca	20-40	b1	141.4
3	sorgo_pp	ca	20-40	b2	37.2
3	sorgo_pp	ca	20-40	b3	128.3
3	semcobertura_pc	ca	20-40	b1	116.7
3	semcobertura_pc	ca	20-40	b2	66.2
3	semcobertura_pc	ca	20-40	b3	83.3
3	amendoim_pd	el	20-40	b1	41.7
3	amendoim_pd	el	20-40	b2	8.2
3	amendoim_pd	el	20-40	b3	36.7
3	amendoim_cm	el	20-40	b1	90.9
3	amendoim_cm	el	20-40	b2	109.8
3	amendoim_cm	el	20-40	b3	57.0
3	amendoim_pp	el	20-40	b1	77.9
3	amendoim_pp	el	20-40	b2	104.1
3	amendoim_pp	el	20-40	b3	75.9
3	crotalária_pd	el	20-40	b1	25.4
3	crotalária_pd	el	20-40	b2	34.0
3	crotalária_pd	el	20-40	b3	47.2
3	crotalária_cm	el	20-40	b1	67.9
3	crotalária_cm	el	20-40	b2	36.3
3	crotalária_cm	el	20-40	b3	65.1
3	crotalária_pp	el	20-40	b1	68.2
3	crotalária_pp	el	20-40	b2	34.8
3	crotalária_pp	el	20-40	b3	100.5
3	milheto_pd	el	20-40	b1	82.7
3	milheto_pd	el	20-40	b2	47.7
3	milheto_pd	el	20-40	b3	35.3
3	milheto_cm	el	20-40	b1	99.0
3	milheto_cm	el	20-40	b2	90.2
3	milheto_cm	el	20-40	b3	38.0
3	milheto_pp	el	20-40	b1	107.0
3	milheto_pp	el	20-40	b2	97.6
3	milheto_pp	el	20-40	b3	66.6
3	sorgo_pd	el	20-40	b1	76.4
3	sorgo_pd	el	20-40	b2	38.3
3	sorgo_pd	el	20-40	b3	23.3
3	sorgo_cm	el	20-40	b1	47.4
3	sorgo_cm	el	20-40	b2	92.0
3	sorgo_cm	el	20-40	b3	21.5
3	sorgo_pp	el	20-40	b1	50.6
3	sorgo_pp	el	20-40	b2	96.3
3	sorgo_pp	el	20-40	b3	44.2
3	semcobertura_pc	el	20-40	b1	57.6
3	semcobertura_pc	el	20-40	b2	42.0
3	semcobertura_pc	el	20-40	b3	21.0
4	amendoim_pd	l	20-40	b1	68.5
4	amendoim_pd	l	20-40	b2	28.8
4	amendoim_pd	l	20-40	b3	34.4
4	amendoim_cm	l	20-40	b1	188.5
4	amendoim_cm	l	20-40	b2	67.0
4	amendoim_cm	l	20-40	b3	12.3
4	amendoim_pp	l	20-40	b1	70.1
4	amendoim_pp	l	20-40	b2	201.0
4	amendoim_pp	l	20-40	b3	148.4
4	crotalária_pd	l	20-40	b1	89.1
4	crotalária_pd	l	20-40	b2	119.6
4	crotalária_pd	l	20-40	b3	30.1
4	crotalária_cm	l	20-40	b1	59.7
4	crotalária_cm	l	20-40	b2	50.1
4	crotalária_cm	l	20-40	b3	76.0
4	crotalária_pp	l	20-40	b1	84.4
4	crotalária_pp	l	20-40	b2	82.5
4	crotalária_pp	l	20-40	b3	37.3
4	milheto_pd	l	20-40	b1	67.6
4	milheto_pd	l	20-40	b2	124.5
4	milheto_pd	l	20-40	b3	83.8
4	milheto_cm	l	20-40	b1	168.2
4	milheto_cm	l	20-40	b2	148.2
4	milheto_cm	l	20-40	b3	69.3
4	milheto_pp	l	20-40	b1	149.4
4	milheto_pp	l	20-40	b2	88.5
4	milheto_pp	l	20-40	b3	3.5
4	sorgo_pd	l	20-40	b1	35.8
4	sorgo_pd	l	20-40	b2	71.4
4	sorgo_pd	l	20-40	b3	33.9
4	sorgo_cm	l	20-40	b1	35.7
4	sorgo_cm	l	20-40	b2	68.9
4	sorgo_cm	l	20-40	b3	34.4
4	sorgo_pp	l	20-40	b1	78.7
4	sorgo_pp	l	20-40	b2	57.0
4	sorgo_pp	l	20-40	b3	66.8
4	semcobertura_pc	l	20-40	b1	156.7
4	semcobertura_pc	l	20-40	b2	84.6
4	semcobertura_pc	l	20-40	b3	31.7
4	amendoim_pd	ca	20-40	b1	55.5
4	amendoim_pd	ca	20-40	b2	33.9
4	amendoim_pd	ca	20-40	b3	56.3
4	amendoim_cm	ca	20-40	b1	60.8
4	amendoim_cm	ca	20-40	b2	240.8
4	amendoim_cm	ca	20-40	b3	19.2
4	amendoim_pp	ca	20-40	b1	148.2
4	amendoim_pp	ca	20-40	b2	113.6
4	amendoim_pp	ca	20-40	b3	45.7
4	crotalária_pd	ca	20-40	b1	195.8
4	crotalária_pd	ca	20-40	b2	43.1
4	crotalária_pd	ca	20-40	b3	61.6
4	crotalária_cm	ca	20-40	b1	100.4
4	crotalária_cm	ca	20-40	b2	32.8
4	crotalária_cm	ca	20-40	b3	30.1
4	crotalária_pp	ca	20-40	b1	70.0
4	crotalária_pp	ca	20-40	b2	122.7
4	crotalária_pp	ca	20-40	b3	77.1
4	milheto_pd	ca	20-40	b1	109.9
4	milheto_pd	ca	20-40	b2	139.7
4	milheto_pd	ca	20-40	b3	35.0
4	milheto_cm	ca	20-40	b1	85.1
4	milheto_cm	ca	20-40	b2	66.5
4	milheto_cm	ca	20-40	b3	5.6
4	milheto_pp	ca	20-40	b1	187.6
4	milheto_pp	ca	20-40	b2	181.7
4	milheto_pp	ca	20-40	b3	49.6
4	sorgo_pd	ca	20-40	b1	119.0
4	sorgo_pd	ca	20-40	b2	125.1
4	sorgo_pd	ca	20-40	b3	151.7
4	sorgo_cm	ca	20-40	b1	81.8
4	sorgo_cm	ca	20-40	b2	51.7
4	sorgo_cm	ca	20-40	b3	72.8
4	sorgo_pp	ca	20-40	b1	115.0
4	sorgo_pp	ca	20-40	b2	66.4
4	sorgo_pp	ca	20-40	b3	64.1
4	semcobertura_pc	ca	20-40	b1	73.4
4	semcobertura_pc	ca	20-40	b2	147.6
4	semcobertura_pc	ca	20-40	b3	31.0
4	amendoim_pd	el	20-40	b1	64.0
4	amendoim_pd	el	20-40	b2	7.2
4	amendoim_pd	el	20-40	b3	25.1
4	amendoim_cm	el	20-40	b1	24.4
4	amendoim_cm	el	20-40	b2	17.5
4	amendoim_cm	el	20-40	b3	8.0
4	amendoim_pp	el	20-40	b1	77.6
4	amendoim_pp	el	20-40	b2	24.9
4	amendoim_pp	el	20-40	b3	30.2
4	crotalária_pd	el	20-40	b1	45.0
4	crotalária_pd	el	20-40	b2	16.5
4	crotalária_pd	el	20-40	b3	5.3
4	crotalária_cm	el	20-40	b1	36.7
4	crotalária_cm	el	20-40	b2	24.5
4	crotalária_cm	el	20-40	b3	22.2
4	crotalária_pp	el	20-40	b1	63.2
4	crotalária_pp	el	20-40	b2	71.0
4	crotalária_pp	el	20-40	b3	6.6
4	milheto_pd	el	20-40	b1	93.8
4	milheto_pd	el	20-40	b2	19.1
4	milheto_pd	el	20-40	b3	18.9
4	milheto_cm	el	20-40	b1	62.7
4	milheto_cm	el	20-40	b2	18.0
4	milheto_cm	el	20-40	b3	2.0
4	milheto_pp	el	20-40	b1	60.2
4	milheto_pp	el	20-40	b2	75.0
4	milheto_pp	el	20-40	b3	12.6
4	sorgo_pd	el	20-40	b1	96.6
4	sorgo_pd	el	20-40	b2	30.2
4	sorgo_pd	el	20-40	b3	28.6
4	sorgo_cm	el	20-40	b1	24.3
4	sorgo_cm	el	20-40	b2	47.4
4	sorgo_cm	el	20-40	b3	27.7
4	sorgo_pp	el	20-40	b1	43.1
4	sorgo_pp	el	20-40	b2	27.2
4	sorgo_pp	el	20-40	b3	22.8
4	semcobertura_pc	el	20-40	b1	27.8
4	semcobertura_pc	el	20-40	b2	18.2
4	semcobertura_pc	el	20-40	b3	10.9
1	amendoim_pd	l	40-60	b1	22.0
1	amendoim_pd	l	40-60	b2	14.0
1	amendoim_pd	l	40-60	b3	52.0
1	amendoim_cm	l	40-60	b1	38.0
1	amendoim_cm	l	40-60	b2	8.0
1	amendoim_cm	l	40-60	b3	26.0
1	amendoim_pp	l	40-60	b1	18.0
1	amendoim_pp	l	40-60	b2	38.0
1	amendoim_pp	l	40-60	b3	54.0
1	crotalária_pd	l	40-60	b1	32.0
1	crotalária_pd	l	40-60	b2	48.0
1	crotalária_pd	l	40-60	b3	24.0
1	crotalária_cm	l	40-60	b1	8.0
1	crotalária_cm	l	40-60	b2	22.0
1	crotalária_cm	l	40-60	b3	8.0
1	crotalária_pp	l	40-60	b1	68.0
1	crotalária_pp	l	40-60	b2	4.0
1	crotalária_pp	l	40-60	b3	10.0
1	milheto_pd	l	40-60	b1	10.0
1	milheto_pd	l	40-60	b2	16.0
1	milheto_pd	l	40-60	b3	16.0
1	milheto_cm	l	40-60	b1	88.0
1	milheto_cm	l	40-60	b2	32.0
1	milheto_cm	l	40-60	b3	16.0
1	milheto_pp	l	40-60	b1	44.0
1	milheto_pp	l	40-60	b2	14.0
1	milheto_pp	l	40-60	b3	34.0
1	sorgo_pd	l	40-60	b1	30.0
1	sorgo_pd	l	40-60	b2	16.0
1	sorgo_pd	l	40-60	b3	46.0
1	sorgo_cm	l	40-60	b1	30.0
1	sorgo_cm	l	40-60	b2	16.0
1	sorgo_cm	l	40-60	b3	290.0
1	sorgo_pp	l	40-60	b1	52.0
1	sorgo_pp	l	40-60	b2	14.0
1	sorgo_pp	l	40-60	b3	30.0
1	semcobertura_pc	l	40-60	b1	20.0
1	semcobertura_pc	l	40-60	b2	18.0
1	semcobertura_pc	l	40-60	b3	12.0
1	amendoim_pd	ca	40-60	b1	144.0
1	amendoim_pd	ca	40-60	b2	28.0
1	amendoim_pd	ca	40-60	b3	12.0
1	amendoim_cm	ca	40-60	b1	16.0
1	amendoim_cm	ca	40-60	b2	56.0
1	amendoim_cm	ca	40-60	b3	64.0
1	amendoim_pp	ca	40-60	b1	60.0
1	amendoim_pp	ca	40-60	b2	36.0
1	amendoim_pp	ca	40-60	b3	28.0
1	crotalária_pd	ca	40-60	b1	68.0
1	crotalária_pd	ca	40-60	b2	72.0
1	crotalária_pd	ca	40-60	b3	20.0
1	crotalária_cm	ca	40-60	b1	40.0
1	crotalária_cm	ca	40-60	b2	160.0
1	crotalária_cm	ca	40-60	b3	16.0
1	crotalária_pp	ca	40-60	b1	92.0
1	crotalária_pp	ca	40-60	b2	12.0
1	crotalária_pp	ca	40-60	b3	16.0
1	milheto_pd	ca	40-60	b1	64.0
1	milheto_pd	ca	40-60	b2	48.0
1	milheto_pd	ca	40-60	b3	20.0
1	milheto_cm	ca	40-60	b1	48.0
1	milheto_cm	ca	40-60	b2	120.0
1	milheto_cm	ca	40-60	b3	16.0
1	milheto_pp	ca	40-60	b1	56.0
1	milheto_pp	ca	40-60	b2	44.0
1	milheto_pp	ca	40-60	b3	96.0
1	sorgo_pd	ca	40-60	b1	72.0
1	sorgo_pd	ca	40-60	b2	24.0
1	sorgo_pd	ca	40-60	b3	36.0
1	sorgo_cm	ca	40-60	b1	32.0
1	sorgo_cm	ca	40-60	b2	16.0
1	sorgo_cm	ca	40-60	b3	108.0
1	sorgo_pp	ca	40-60	b1	56.0
1	sorgo_pp	ca	40-60	b2	32.0
1	sorgo_pp	ca	40-60	b3	44.0
1	semcobertura_pc	ca	40-60	b1	48.0
1	semcobertura_pc	ca	40-60	b2	8.0
1	semcobertura_pc	ca	40-60	b3	48.0
1	amendoim_pd	el	40-60	b1	40.0
1	amendoim_pd	el	40-60	b2	32.0
1	amendoim_pd	el	40-60	b3	8.0
1	amendoim_cm	el	40-60	b1	8.0
1	amendoim_cm	el	40-60	b2	20.0
1	amendoim_cm	el	40-60	b3	36.0
1	amendoim_pp	el	40-60	b1	88.0
1	amendoim_pp	el	40-60	b2	40.0
1	amendoim_pp	el	40-60	b3	24.0
1	crotalária_pd	el	40-60	b1	28.0
1	crotalária_pd	el	40-60	b2	24.0
1	crotalária_pd	el	40-60	b3	8.0
1	crotalária_cm	el	40-60	b1	36.0
1	crotalária_cm	el	40-60	b2	44.0
1	crotalária_cm	el	40-60	b3	12.0
1	crotalária_pp	el	40-60	b1	32.0
1	crotalária_pp	el	40-60	b2	12.0
1	crotalária_pp	el	40-60	b3	52.0
1	milheto_pd	el	40-60	b1	12.0
1	milheto_pd	el	40-60	b2	136.0
1	milheto_pd	el	40-60	b3	4.0
1	milheto_cm	el	40-60	b1	56.0
1	milheto_cm	el	40-60	b2	32.0
1	milheto_cm	el	40-60	b3	100.0
1	milheto_pp	el	40-60	b1	32.0
1	milheto_pp	el	40-60	b2	36.0
1	milheto_pp	el	40-60	b3	12.0
1	sorgo_pd	el	40-60	b1	16.0
1	sorgo_pd	el	40-60	b2	40.0
1	sorgo_pd	el	40-60	b3	12.0
1	sorgo_cm	el	40-60	b1	72.0
1	sorgo_cm	el	40-60	b2	40.0
1	sorgo_cm	el	40-60	b3	16.0
1	sorgo_pp	el	40-60	b1	12.0
1	sorgo_pp	el	40-60	b2	24.0
1	sorgo_pp	el	40-60	b3	48.0
1	semcobertura_pc	el	40-60	b1	36.0
1	semcobertura_pc	el	40-60	b2	24.0
1	semcobertura_pc	el	40-60	b3	8.0
2	amendoim_pd	l	40-60	b1	33.8
2	amendoim_pd	l	40-60	b2	116.7
2	amendoim_pd	l	40-60	b3	77.5
2	amendoim_cm	l	40-60	b1	49.5
2	amendoim_cm	l	40-60	b2	124.1
2	amendoim_cm	l	40-60	b3	56.7
2	amendoim_pp	l	40-60	b1	59.6
2	amendoim_pp	l	40-60	b2	59.5
2	amendoim_pp	l	40-60	b3	39.6
2	crotalária_pd	l	40-60	b1	13.6
2	crotalária_pd	l	40-60	b2	94.0
2	crotalária_pd	l	40-60	b3	127.8
2	crotalária_cm	l	40-60	b1	66.5
2	crotalária_cm	l	40-60	b2	24.7
2	crotalária_cm	l	40-60	b3	7.3
2	crotalária_pp	l	40-60	b1	18.6
2	crotalária_pp	l	40-60	b2	59.7
2	crotalária_pp	l	40-60	b3	37.7
2	milheto_pd	l	40-60	b1	65.5
2	milheto_pd	l	40-60	b2	64.3
2	milheto_pd	l	40-60	b3	20.5
2	milheto_cm	l	40-60	b1	31.9
2	milheto_cm	l	40-60	b2	43.3
2	milheto_cm	l	40-60	b3	34.1
2	milheto_pp	l	40-60	b1	32.9
2	milheto_pp	l	40-60	b2	44.2
2	milheto_pp	l	40-60	b3	76.1
2	sorgo_pd	l	40-60	b1	41.6
2	sorgo_pd	l	40-60	b2	49.4
2	sorgo_pd	l	40-60	b3	164.5
2	sorgo_cm	l	40-60	b1	47.5
2	sorgo_cm	l	40-60	b2	70.0
2	sorgo_cm	l	40-60	b3	112.9
2	sorgo_pp	l	40-60	b1	153.0
2	sorgo_pp	l	40-60	b2	40.2
2	sorgo_pp	l	40-60	b3	130.5
2	semcobertura_pc	l	40-60	b1	70.4
2	semcobertura_pc	l	40-60	b2	39.4
2	semcobertura_pc	l	40-60	b3	53.6
2	amendoim_pd	ca	40-60	b1	102.5
2	amendoim_pd	ca	40-60	b2	22.7
2	amendoim_pd	ca	40-60	b3	137.6
2	amendoim_cm	ca	40-60	b1	189.9
2	amendoim_cm	ca	40-60	b2	84.8
2	amendoim_cm	ca	40-60	b3	90.8
2	amendoim_pp	ca	40-60	b1	30.6
2	amendoim_pp	ca	40-60	b2	38.6
2	amendoim_pp	ca	40-60	b3	41.8
2	crotalária_pd	ca	40-60	b1	58.4
2	crotalária_pd	ca	40-60	b2	80.7
2	crotalária_pd	ca	40-60	b3	22.2
2	crotalária_cm	ca	40-60	b1	156.7
2	crotalária_cm	ca	40-60	b2	63.6
2	crotalária_cm	ca	40-60	b3	55.0
2	crotalária_pp	ca	40-60	b1	297.8
2	crotalária_pp	ca	40-60	b2	64.3
2	crotalária_pp	ca	40-60	b3	30.3
2	milheto_pd	ca	40-60	b1	184.2
2	milheto_pd	ca	40-60	b2	221.7
2	milheto_pd	ca	40-60	b3	30.9
2	milheto_cm	ca	40-60	b1	86.7
2	milheto_cm	ca	40-60	b2	67.7
2	milheto_cm	ca	40-60	b3	66.6
2	milheto_pp	ca	40-60	b1	67.9
2	milheto_pp	ca	40-60	b2	96.3
2	milheto_pp	ca	40-60	b3	29.6
2	sorgo_pd	ca	40-60	b1	26.0
2	sorgo_pd	ca	40-60	b2	22.6
2	sorgo_pd	ca	40-60	b3	87.7
2	sorgo_cm	ca	40-60	b1	29.6
2	sorgo_cm	ca	40-60	b2	76.2
2	sorgo_cm	ca	40-60	b3	95.5
2	sorgo_pp	ca	40-60	b1	30.8
2	sorgo_pp	ca	40-60	b2	47.8
2	sorgo_pp	ca	40-60	b3	53.0
2	semcobertura_pc	ca	40-60	b1	55.6
2	semcobertura_pc	ca	40-60	b2	53.0
2	semcobertura_pc	ca	40-60	b3	79.0
2	amendoim_pd	el	40-60	b1	51.5
2	amendoim_pd	el	40-60	b2	37.2
2	amendoim_pd	el	40-60	b3	33.2
2	amendoim_cm	el	40-60	b1	51.5
2	amendoim_cm	el	40-60	b2	26.9
2	amendoim_cm	el	40-60	b3	96.0
2	amendoim_pp	el	40-60	b1	39.0
2	amendoim_pp	el	40-60	b2	122.2
2	amendoim_pp	el	40-60	b3	12.6
2	crotalária_pd	el	40-60	b1	18.5
2	crotalária_pd	el	40-60	b2	21.0
2	crotalária_pd	el	40-60	b3	132.8
2	crotalária_cm	el	40-60	b1	36.8
2	crotalária_cm	el	40-60	b2	27.8
2	crotalária_cm	el	40-60	b3	27.8
2	crotalária_pp	el	40-60	b1	64.8
2	crotalária_pp	el	40-60	b2	57.1
2	crotalária_pp	el	40-60	b3	16.0
2	milheto_pd	el	40-60	b1	36.8
2	milheto_pd	el	40-60	b2	54.9
2	milheto_pd	el	40-60	b3	35.3
2	milheto_cm	el	40-60	b1	37.9
2	milheto_cm	el	40-60	b2	133.6
2	milheto_cm	el	40-60	b3	46.2
2	milheto_pp	el	40-60	b1	39.4
2	milheto_pp	el	40-60	b2	64.3
2	milheto_pp	el	40-60	b3	30.4
2	sorgo_pd	el	40-60	b1	22.4
2	sorgo_pd	el	40-60	b2	11.4
2	sorgo_pd	el	40-60	b3	61.3
2	sorgo_cm	el	40-60	b1	52.9
2	sorgo_cm	el	40-60	b2	28.6
2	sorgo_cm	el	40-60	b3	39.2
2	sorgo_pp	el	40-60	b1	30.0
2	sorgo_pp	el	40-60	b2	25.8
2	sorgo_pp	el	40-60	b3	44.8
2	semcobertura_pc	el	40-60	b1	44.8
2	semcobertura_pc	el	40-60	b2	30.1
2	semcobertura_pc	el	40-60	b3	85.8
3	amendoim_pd	l	40-60	b1	22.3
3	amendoim_pd	l	40-60	b2	73.8
3	amendoim_pd	l	40-60	b3	56.5
3	amendoim_cm	l	40-60	b1	54.4
3	amendoim_cm	l	40-60	b2	72.1
3	amendoim_cm	l	40-60	b3	71.1
3	amendoim_pp	l	40-60	b1	38.5
3	amendoim_pp	l	40-60	b2	28.5
3	amendoim_pp	l	40-60	b3	51.9
3	crotalária_pd	l	40-60	b1	44.6
3	crotalária_pd	l	40-60	b2	41.6
3	crotalária_pd	l	40-60	b3	22.3
3	crotalária_cm	l	40-60	b1	86.8
3	crotalária_cm	l	40-60	b2	29.7
3	crotalária_cm	l	40-60	b3	10.4
3	crotalária_pp	l	40-60	b1	47.3
3	crotalária_pp	l	40-60	b2	30.9
3	crotalária_pp	l	40-60	b3	61.1
3	milheto_pd	l	40-60	b1	17.1
3	milheto_pd	l	40-60	b2	14.9
3	milheto_pd	l	40-60	b3	39.7
3	milheto_cm	l	40-60	b1	22.8
3	milheto_cm	l	40-60	b2	20.6
3	milheto_cm	l	40-60	b3	90.8
3	milheto_pp	l	40-60	b1	39.8
3	milheto_pp	l	40-60	b2	75.8
3	milheto_pp	l	40-60	b3	45.7
3	sorgo_pd	l	40-60	b1	40.9
3	sorgo_pd	l	40-60	b2	104.2
3	sorgo_pd	l	40-60	b3	62.7
3	sorgo_cm	l	40-60	b1	64.7
3	sorgo_cm	l	40-60	b2	73.2
3	sorgo_cm	l	40-60	b3	18.2
3	sorgo_pp	l	40-60	b1	53.6
3	sorgo_pp	l	40-60	b2	24.9
3	sorgo_pp	l	40-60	b3	50.2
3	semcobertura_pc	l	40-60	b1	47.4
3	semcobertura_pc	l	40-60	b2	40.6
3	semcobertura_pc	l	40-60	b3	41.2
3	amendoim_pd	ca	40-60	b1	125.7
3	amendoim_pd	ca	40-60	b2	302.0
3	amendoim_pd	ca	40-60	b3	87.8
3	amendoim_cm	ca	40-60	b1	57.4
3	amendoim_cm	ca	40-60	b2	43.6
3	amendoim_cm	ca	40-60	b3	14.8
3	amendoim_pp	ca	40-60	b1	89.6
